Intercept__0,beta_size__0,p_choose_last_seen_sd
50.919445887648415,-281.11158885426414,22.499259531566985
48.75409368806058,-283.1770819292841,21.693613372479042
50.227238089253966,-329.0905654535568,22.875290714695293
50.65013327948774,-333.06841916549615,22.932162989169672
48.19714823490548,-343.54803363322367,22.709122669437413
50.81246565933195,-341.3723278904978,22.939395383366932
50.396646115223575,-338.07705638441064,22.975837023202256
55.61111204607762,-336.8030740981934,23.02547638814017
53.284024533703004,-336.3050253219714,23.02255934731582
46.6615699643359,-332.6099339826566,23.01913247957531
53.87386233508497,-331.2545734800899,21.254636403948574
45.355292828983295,-331.16665754363055,21.46605516559878
55.3902233701527,-335.20176908768406,20.726353302225597
46.7273940475346,-334.1545315809844,22.394349129145734
48.91848532723921,-283.3542380343999,21.810336244981215
49.59105585657764,-281.39305379108066,18.857092214320748
49.88590120847061,-300.52997519859053,22.769624916491026
47.69967336549605,-302.9381221304761,22.842559099887268
48.96596030045627,-302.2563148012282,22.822930890261937
48.96596030045627,-302.2563148012282,22.822930890261937
50.70511601958563,-295.4035499285525,22.36803883602028
52.08362105329692,-311.5504608745549,19.356239277078394
50.423822986601,-304.48447978073966,22.451791907081216
45.50686767604346,-298.9062056881583,22.926290757798274
55.955792019687294,-339.17398612944555,21.68427312651207
45.190260529983405,-340.2265740417534,19.075473276971902
51.12311143452275,-118.66241016885394,22.205330545096505
49.467405676454014,-115.01587825532351,20.950222963817964
42.15845241968756,-191.78197644489816,19.954198439757775
50.814945118995915,-200.77500035825994,22.32884802933984
51.28338754380078,-200.32809681859626,22.275413547153946
41.309139982192164,-220.47004092100377,22.81472941780266
48.65333780998472,-221.81525632824722,18.027107848714113
49.74624414861842,-227.82841939870085,21.865310461914753
52.99615354622616,-226.72961177759888,22.35937388084893
52.88799395769724,-221.37689380579,20.886214004698633
50.98337085116237,-241.62223527000285,20.840669175643672
50.98337085116237,-241.62223527000285,20.840669175643672
46.878484307071396,-243.3891910954183,22.76049641945668
